Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Penalty_kicks_missed,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Offsides,Penalty_kicks_won,Penalty_kicks_conceded,Own_goals,Recov_loose_balls,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Succ_Takes_on%,Tkld_During_Take_On%,Role,Tier_league
Kylian Mbappé,2020-2021,21,Paris S-G,1,0.3,1.3,0.8,0.2,0.2,0,0.8,0.7,0.2,1,0.2,0.8,0.2,0.1,0.1,0.18,3.7,0.21,0.45,1.8,48,29.8,38.7,77.1,1.2,1.9,1.2,0.2,3,357,62.6,21.1,24.8,85,6,7.4,81.5,0.8,1.9,40.8,36,272.3,149,6.2,3.8,3.2,3.1,1.7,44.9,13,1,0.5,4.1,52.7,0.2,1.5,16.4,35.6,9.2,52.4,26.3,0.2,0,0.9,1.4,0.2,0.1,0.1,0.3,0.3,0,0.2,0.1,0.3,0.2,0,0.6,0.2,0,0,2.2,36.7,1.9,0.1,0,0.2,2,0.6,49.7,50.3,CF,1
Kylian Mbappé,2021-2022,22,Paris S-G,0.8,0.5,1.3,0.7,0.1,0.1,0,0.7,0.6,0.4,1.1,0.3,1,0.1,0.1,0.1,0.14,4.3,0.17,0.41,1.8,41.3,33.9,42.7,79.4,2.1,2.2,1.7,0.3,3.2,458.9,89.2,21.3,24.4,87.1,8.2,10.4,79.3,1.8,3,59.4,42.2,281.1,154.9,6.3,3.6,3.1,3.3,1.7,48.3,13.4,1.2,0.6,5.4,56.6,0.5,1.4,18.8,37.1,8.9,56.5,28.6,0.3,0,0.8,1.6,0.3,0.2,0.2,0.2,0.2,0,0.2,0.1,0.5,0.4,0,1.2,0.1,0,0,1.9,39.1,3.4,0.3,0.2,0.5,2,1.4,54.6,44.9,CF,1
Kylian Mbappé,2017-2018,18,2 Teams,0.5,0.3,0.9,0.5,0,0,0,0.6,0.6,0.3,0.9,0.3,0.9,0,0,0,0.17,3.4,0.16,0.38,1.4,42,24.7,31.2,79.4,2.1,1.5,1.3,0.2,2.6,304.2,68.1,15.1,17.1,87.9,5.7,7.7,73.7,1,1.7,62.5,32,214.9,112.5,4.3,2.9,2.4,2.7,2.5,37.5,12.2,0.7,0.4,4.6,42.3,0,1.4,16,25.8,8.3,42.3,33.3,0.1,0,0.4,1.6,0.5,0.4,0,0.5,0.2,0,0.1,0,0.5,0,0,1,0,0,0,2.8,29.6,1.4,0.1,0.4,0.2,1.7,0.2,57.7,42.3,CF,1
Lacina Traoré,2017-2018,27,Amiens,0,0.2,0.2,0,0,0,0,0.2,0.2,0.1,0.2,0.1,0.2,-0.2,-0.2,0.2,0.12,1.3,0,0,0.2,18.2,13.2,24.7,53.3,1.3,2.1,0.3,0,1.8,188.1,44.2,7.7,13.3,58.3,3,6,50,1.4,2.3,60,19.2,78,16.5,0.2,1,0.2,3.9,2.7,29.3,7.5,0.3,0.1,2.2,36.4,2.7,4.2,16.4,15.9,3.9,36.4,59.3,0.1,0,2.9,1.7,1,1,0.3,0.5,0.7,0.3,0.3,0.2,1.3,2.4,0,1,0.1,0,0,2,23.9,0.7,0,0,0,0.1,0,50,50,CF,0
Lebo Mothiba,2018-2019,22,2 Teams,0.4,0.1,0.5,0.4,0,0,0,0.3,0.3,0.1,0.4,0.1,0.3,0.1,0.1,0,0.18,1.6,0.26,0.5,0.8,51.4,16.5,21.4,77.2,0.8,0.4,0.2,0,1.1,204.2,16.1,9.8,12.1,81.3,4,5.1,78.9,0.6,0.8,73.7,19.1,81.7,23.6,1.3,0.6,0.6,2.4,1.6,24.1,7.7,0.2,0.1,1.7,28.7,0.7,1.8,12.6,14.5,3.2,28.7,31.7,0.1,0,2.6,1.2,0.5,0.4,0,0.4,0.2,0,0.2,0,0.5,0.6,0,0.5,0.1,0,0,1.8,20.3,1.1,0,0,0,0.4,0,61.9,38.1,CF,0
Lebo Mothiba,2017-2018,21,Lille,0.4,0,0.4,0.4,0,0,0,0.3,0.3,0.1,0.4,0,0.4,0.1,0.1,-0.1,0.18,1.7,0.23,0.45,0.8,50,19.3,23.8,81.2,1,0.7,0.2,0,0.8,203.3,17.2,12.1,13.8,87.4,3.6,5.1,70.1,0.5,0.6,75,17.3,73.1,13.6,0.6,0.8,0.4,2.8,1.3,24.8,7.9,0.1,0.1,2.3,32.1,1,2.1,13.8,16.3,3.3,32.1,35.1,0.1,0,1.7,1.4,0.6,0.4,0,0.5,0.5,0.2,0.3,0.2,0.8,0.8,0,0.7,0,0,0,1.4,20.9,2.7,0,0.2,0,0.2,0,71.4,28.6,CF,0
Lebo Mothiba,2019-2020,23,Strasbourg,0.3,0.3,0.5,0.3,0,0,0,0.4,0.4,0.1,0.5,0.1,0.5,-0.1,-0.1,0.1,0.17,2.3,0.11,0.3,0.9,37,16.5,20.2,81.7,0.9,0.5,0.7,0,1.4,203.9,23.8,10.8,11.9,90.6,3.6,4.6,79.2,0.5,0.9,54.5,18.7,97.7,38.3,2,0.9,0.9,3.1,1.1,22.9,8.7,0.3,0.3,2.2,29.1,0.2,0.8,11.4,17.1,4,29.1,44.6,0,0,2.1,0.6,0.3,0.3,0.1,0.4,0.4,0,0.4,0.3,0.6,0.1,0,0.5,0,0,0,1.6,19.7,0.5,0,0.1,0.2,0.9,0,68.8,31.3,CF,0
Lois Diony,2018-2019,25,Saint-Étienne,0.3,0.1,0.3,0.3,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.2,-0.2,0,0.21,2.2,0.13,0.28,1,46.2,11,18,61.3,1.1,0.4,0.3,0.2,1,148.5,27.6,6.3,8.9,70.9,3.6,5.4,66.7,0.3,1,27.8,16.2,110.1,46.6,1.9,0.9,1.1,2,2,20.3,8.9,0.2,0.2,2.2,27.8,0.4,2.5,9.6,16.3,5.1,27.8,32.9,0.2,0,1.6,1.6,1,0.7,0.2,0.3,0.8,0,0.8,0.1,1,0.5,0,0.3,0,0,0,2.9,17.5,0.5,0.1,0.1,0,1.6,0,48.4,51.6,CF,0
Lois Diony,2019-2020,26,Saint-Étienne,0.3,0,0.3,0.3,0,0,0,0.2,0.2,0,0.2,0,0.2,0.1,0.1,0,0.08,2,0.13,0.29,0.9,46.7,8.8,14.5,60.7,0.7,0.7,0.7,0,1.2,114.9,24.1,4.6,6.5,70.8,2.8,5.1,55.3,0.3,0.5,50,14.9,74.3,25.7,2,0.7,0.8,2.6,1.9,18.6,6.1,0,0,1.6,23.9,0.1,0.7,9.5,14.1,3.5,23.9,28.6,0.1,0,1.5,1.1,2,0.7,0.7,0.5,0.4,0,0.4,0.1,2.2,0,0,0.5,0,0,0,2,13.2,1.1,0,0,0,0.9,0,16.7,83.3,CF,0
Lois Diony,2020-2021,27,Angers,0.3,0.1,0.3,0.2,0.1,0.1,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0,0,0.12,1.4,0.14,0.31,0.7,46.4,12.1,20.1,60.3,0.9,0.5,0.4,0.2,1,168.4,26,7.5,10.6,70.9,3.1,5.1,61,0.6,1.2,50,17.3,107.7,37.3,2.3,0.9,1,2.6,1.6,23.3,8.2,0.1,0.1,1.7,30.5,1,1.8,12.1,16.8,3.2,30.4,37.4,0.1,0,1.1,1.8,0.8,0.5,0.2,0.7,0.3,0.2,0.2,0.3,1,0.8,0,0.3,0.1,0,0,1.7,18.3,1.7,0,0.1,0.1,2,0,27.1,72.9,CF,0
Lois Diony,2017-2018,24,Saint-Étienne,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.2,-0.2,-0.2,0,0.1,1.5,0,0,0.5,31.3,10.8,16.6,65.1,0.5,0.1,0.4,0,1.3,129.7,22.3,6.9,9.2,74.7,2.4,4,61,0.3,1,30,14.8,75.6,23.5,1.1,0.7,0.7,2.4,2.4,18.9,7.8,0.3,0,2.1,24.1,0.9,2.1,8.4,13.7,3.6,24.1,27.9,0,0,1.1,1.6,0.3,0,0,0.3,0.5,0.1,0.4,0.1,0.4,0.8,0,0.6,0.3,0,0,2.4,14.6,2,0,0,0,0.7,0,61.5,38.5,CF,0
Ludovic Ajorque,2018-2019,24,Strasbourg,0.5,0.1,0.6,0.5,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0.2,0.2,0,0.12,2.7,0.2,0.53,1,37,19.9,27,73.9,0.8,1.2,0.4,0.1,1.5,287.2,33,11.7,14.9,78.3,5.2,6.7,77.2,1.6,2.1,77.8,18.7,70.8,19.6,0.6,0.8,0.2,2.4,1.4,28.3,7.4,0.2,0.2,2.1,36.4,0.6,1.9,19.9,15,4.1,36.4,63.4,0.3,0,2.6,0.9,1,0.8,0.2,0.3,0.3,0,0.3,0.3,1.3,0.5,0,0.1,0.1,0,0,1.9,25.3,1.5,0.1,0.1,0.3,0.3,0,55.6,44.4,CF,0
Ludovic Ajorque,2020-2021,26,Strasbourg,0.5,0.1,0.6,0.4,0.1,0.2,0,0.5,0.4,0.1,0.6,0.1,0.5,0,0,0,0.18,2,0.18,0.4,0.9,45.5,18.8,28.1,66.9,1.1,1.3,0.6,0.1,1.9,295.3,49.8,10.6,14.7,72.3,5.8,7.9,73.3,1.5,2.4,65.4,18.5,72.9,28.9,1,0.8,0.5,2.2,0.9,28.5,6.8,0.2,0.1,2.3,37.9,1.9,3.7,18.1,16.3,4.8,37.8,55.5,0.2,0,1.2,1.4,0.9,0.5,0.2,0.7,0.4,0.2,0.3,0.3,1.2,1.6,0,0.4,0.1,0,0,2,26.5,1.6,0,0,0.8,0.8,0,43.5,56.5,CF,0
Ludovic Ajorque,2021-2022,27,Strasbourg,0.4,0.3,0.7,0.3,0.1,0.1,0,0.3,0.3,0.2,0.6,0.1,0.5,0,0,0,0.15,1.8,0.16,0.38,0.8,42.9,21.5,29.8,72.1,1.5,1,0.8,0.1,2.3,301.5,45.7,12.7,16.6,76.3,5.7,7.9,72,1.4,2,70.5,21.4,82.7,24.7,0.7,0.7,0.3,2.3,1.2,31,7.1,0.3,0.2,2.8,40.5,1.2,3.4,21.3,16.2,4.5,40.4,55.5,0.2,0,1.3,1.2,1.2,0.8,0.2,1.1,0.9,0.1,0.8,0.3,1.4,1,0,0.5,0.1,0,0,2.8,28.9,0.8,0,0.2,0.3,0.6,0,51.9,48.1,CF,1
Ludovic Ajorque,2019-2020,25,Strasbourg,0.3,0.2,0.5,0.3,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0,0,0.1,0.13,2.1,0.14,0.33,0.9,42.9,15.5,22.6,68.6,0.7,0.7,0.6,0.1,1.3,215.3,30.9,8.1,11.5,70.7,4.8,6.6,72.2,1,1.7,63.2,16.4,65.7,25.5,0.9,0.7,0.3,2.3,0.7,24.2,6,0.5,0.3,1.8,31.1,0.9,1.7,16.9,12.7,4.2,31.1,59.4,0.1,0,1.7,0.9,0.7,0.4,0.1,0.5,0.5,0,0.5,0.1,0.7,0.9,0,0.2,0,0,0,1.9,21.6,0.8,0,0.2,0.2,0.6,0,36.8,63.2,CF,0
Mama Samba Baldé,2019-2020,23,Dijon,0.3,0.1,0.4,0.3,0,0,0,0.3,0.3,0.2,0.5,0.1,0.5,0,0,-0.1,0.12,2.7,0.12,0.38,0.9,32,12.9,19.1,67.7,1.2,0.7,0.9,0.3,1.6,181.2,43,7.8,9.7,80.7,3.9,5.9,65.5,0.6,1.4,46.2,21.1,126.6,56.5,2.4,1,1.1,3.8,1.9,22.4,7.9,0.6,0.4,3.1,34.5,1.2,5.4,14.7,15.3,4.2,34.5,33.7,0.1,0,1.5,1.2,1.3,0.7,0.4,1.2,0.9,0,0.9,0.4,1.7,1.3,0,0.3,0,0,0,4.7,18.4,0.5,0.1,0.1,0.1,1.2,0.1,50,50,CF,0
Mama Samba Baldé,2020-2021,24,Dijon,0.3,0,0.3,0.3,0,0,0,0.3,0.3,0,0.4,0,0.4,0,0,0,0.14,2.4,0.12,0.37,0.8,32.8,13.6,19.8,68.5,0.4,0.5,0.2,0,1,181,32.7,8.2,10.8,76.4,3.6,4.9,73.7,0.7,1.1,59.3,19.7,88.8,29.5,0.9,0.8,0.9,3.8,2.2,23.9,6.7,0.2,0,1.9,32.9,1.2,3,15,15.3,4.3,32.9,33.1,0.2,0,1.6,1.7,1,0.4,0.4,0.5,0.7,0,0.6,0.2,1.1,1.1,0,0.7,0,0,0,3.1,18.5,1.3,0,0,0,0.3,0,38,62,CF,0
Mama Samba Baldé,2021-2022,25,Troyes,0.2,0.1,0.3,0.2,0,0.1,0.1,0.3,0.3,0.1,0.4,0,0.4,-0.2,-0.1,0,0.12,2.5,0.06,0.18,0.9,36.2,15.1,22.3,68,0.9,1.5,0.7,0.1,2.5,217.1,56.3,9,12.1,74,4.7,6.1,76.9,0.8,1.4,59.3,25.5,145.4,69.8,2.3,1.7,0.7,4.7,2,27.4,7.4,0.3,0.1,2.6,39.1,0.8,4.6,17.7,17.9,4.1,39.1,38.5,0.1,0.1,2.1,1.4,2.1,1.5,0.4,0.9,1.7,0.1,1.6,0.3,2.4,0.5,0,0.2,0.1,0.1,0,3.9,21.6,0.6,0.1,0.1,0.1,0.8,0,43.6,56.4,CF,0
Marcus Thuram,2018-2019,20,Guingamp,0.3,0,0.4,0.2,0.1,0.2,0,0.4,0.2,0.1,0.5,0.1,0.3,0,0,-0.1,0.11,2,0.09,0.28,0.6,31.6,20.5,29.3,70,1.3,1.5,0.6,0.2,2.7,271.6,68.2,13.3,17.3,76.7,5.5,7.9,69.8,0.6,1.6,37.8,26.8,252.6,119.9,4.7,3.2,1.9,3.3,3.2,33,7.7,0.2,0.1,3.2,43.4,0.5,4.7,19.1,20.9,5.1,43.2,54.2,0.1,0.1,1.5,1.6,1.6,1,0.7,0.8,0.8,0,0.8,0.4,1.9,0.5,0,0.2,0.1,0,0,4.7,28.3,0.9,0,0.1,0,1.5,0,69.2,30.8,CF,1
Marcus Thuram,2017-2018,19,Guingamp,0.1,0,0.2,0.1,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.1,-0.1,-0.1,0.11,2.4,0.06,0.15,0.9,39.2,16.2,24.3,66.9,1.1,0.9,0.7,0,2.2,198.1,48.5,9,12.6,71.7,4.5,7,65.1,0.4,0.7,56.3,21,143.4,73.9,3.1,1.8,1.6,3.4,2,27.5,8.1,0.4,0.1,3.1,34.9,0.5,2.5,14.8,18.3,4.4,34.9,49.6,0.1,0,2.1,1.8,0.9,0.7,0.3,0.9,0.7,0,0.7,0.2,1.2,0.6,0,0.8,0.1,0,0,2.5,22.1,1.8,0,0.1,0,0.9,0,75,25,CF,1
Mariano,2017-2018,23,Lyon,0.6,0.1,0.8,0.6,0,0,0,0.5,0.4,0.1,0.6,0.1,0.5,0.2,0.2,0,0.12,3.5,0.18,0.43,1.4,41.2,12.4,17.4,71.3,1,1,0.4,0,1.2,150.9,29.6,7.9,10.3,77,2.7,3.6,76,0.5,0.9,53.8,16.3,100,46.5,1.8,1.8,0.7,2.2,1.7,20.2,4.6,0.4,0.2,2.4,27,0.9,1.3,11.5,14.5,4,26.9,37.4,0.2,0,1.2,0.4,0.6,0.4,0.1,0.8,0.3,0,0.3,0.1,0.7,0.7,0,0.8,0,0,0,1.8,15.9,1.4,0,0.2,0.1,0.2,0,53.7,46.3,CF,1
Mario Balotelli,2017-2018,26,Nice,0.7,0,0.8,0.5,0.2,0.3,0,0.6,0.4,0.1,0.7,0.1,0.5,0.1,0.1,-0.1,0.1,4,0.12,0.27,1.8,44.6,23.4,31.5,74.3,1.3,2.9,0.7,0,3.4,385.4,81.2,12.8,15,85.2,6.6,9,72.8,3.1,4.8,65.8,22.2,131.6,57.9,1.8,1.8,0.8,2.1,1.8,36.5,6.9,0.3,0.1,3.6,41.8,1.1,3.2,22.7,16.5,3.9,41.6,53.4,0.4,0,2.4,2.9,0.3,0.2,0,0.2,0.4,0.1,0.3,0.3,0.6,1,0,0.9,0,0,0,1.7,28.6,2.6,0.8,0.4,0.6,0.7,0,62.5,37.5,CF,0
Mario Balotelli,2018-2019,27,2 Teams,0.4,0.1,0.5,0.4,0,0,0,0.5,0.5,0.1,0.6,0,0.6,0,0,-0.1,0.11,4.1,0.11,0.33,1.3,31.6,16.9,24.7,68.6,0.9,1.2,0.2,0,2.3,281.5,45.6,9,11.8,76.8,4.2,6.2,67.5,2.5,4.2,59.5,20.7,91.7,41.2,1.4,1.6,0.4,2.1,0.8,28.4,5.2,0.3,0.3,2.6,36.4,1,2.4,18.8,15.6,3.2,36.4,43.6,0.5,0.1,2.3,2.1,0.3,0.2,0.2,0.4,0.9,0.2,0.7,0.2,0.5,0.7,0,0.4,0,0,0,2.2,22.4,2.2,0.3,0.2,0.8,0.2,0,40.6,59.4,CF,0
Martin Braithwaite,2017-2018,26,Bordeaux,0.4,0.3,0.7,0.4,0,0,0,0.4,0.4,0.2,0.6,0.2,0.6,0,0,0.1,0.17,2.3,0.17,0.44,0.9,39.1,14.9,20.9,71.2,0.7,0.9,0.1,0.1,1.3,200.9,33.4,9.3,12.3,75.2,3.8,5.5,69.6,0.9,1.1,81.8,18.2,98.7,31.5,1.1,1,0.2,2.5,1.5,22,5.5,0.6,0.6,1.7,29.7,0.5,2.7,13.8,13.6,3.1,29.7,42.6,0.3,0,1.3,0.7,0.6,0.4,0.1,0.5,0.6,0.2,0.4,0,0.6,0.3,0,0.4,0,0,0,2.5,19.3,1.5,0,0,0.1,0.9,0,50,50,CF,1
Martin Satriano,2021-2022,20,Brest,0.4,0,0.4,0.4,0,0,0,0.3,0.3,0,0.3,0,0.3,0.1,0.1,0,0.14,2.3,0.17,0.4,1,41.7,12,17.1,70.1,0.2,0.5,0.1,0,0.7,177.2,32.8,6.6,8.8,74.7,3.6,4.8,74,0.9,1.4,60,18.7,85.1,25.2,0.6,0.5,0.2,2.5,1.3,19,5,0,0,0.6,26.4,0.6,2.7,12.4,11.4,3.3,26.4,24.6,0.5,0,1.4,1.3,0.5,0.2,0.2,0.5,0.8,0,0.8,0.2,0.7,0.3,0,0.2,0,0,0,2.7,15.4,1.5,0,0,0.1,0.5,0,52.9,47.1,CF,0
Mauro Icardi,2019-2020,26,Paris S-G,0.9,0.1,1,0.9,0,0,0,0.8,0.8,0.1,1,0.1,1,0,0,0,0.33,2.6,0.33,0.6,1.4,55.6,10.4,12.4,84,0.8,0.8,0.5,0,1.3,127.4,34.9,6.5,7.2,90.2,2.1,2.3,93.8,0.4,0.4,83.3,8.9,32.5,13.1,0.6,0.2,0.6,1.1,0.3,12.5,4.5,0.6,0.3,2.5,19.3,1,2.6,6.7,10.1,5.2,19.3,41.7,0,0,0.9,0.6,0.3,0.1,0.1,0.6,0.5,0.1,0.4,0.1,0.4,0.8,0,0.9,0.1,0,0,2,10.7,1.6,0,0.1,0,0.4,0,50,50,CF,1
Mauro Icardi,2020-2021,27,Paris S-G,0.6,0.3,0.8,0.5,0.1,0.1,0,0.7,0.7,0.2,0.9,0.2,0.9,-0.1,-0.2,0,0.21,3.2,0.16,0.46,1.1,34.2,11.8,15.2,78,1.3,0.6,0.3,0,1,142.9,32.1,7.8,9.3,83.8,2.3,3.1,73,0.4,0.5,83.3,9.7,34.3,15,0.3,0.3,0.1,1.1,0.6,14.8,3.8,0.5,0.3,2,21.9,0.6,1.3,9.3,11.4,5.5,21.9,57.7,0.1,0,0.8,0.9,0.5,0.2,0.3,0.8,0.3,0.1,0.2,0.3,0.8,0.6,0,0.5,0.2,0,0,1.7,13.3,1.9,0,0,0.1,0.3,0.1,60,40,CF,1
Mauro Icardi,2021-2022,28,Paris S-G,0.4,0,0.4,0.4,0,0,0,0.5,0.5,0.1,0.5,0,0.5,-0.1,-0.1,-0.1,0.19,2.5,0.14,0.44,0.8,32.1,10.5,13.4,78.4,0.8,0.3,0.5,0,0.9,134.1,13.3,6,7.5,79.1,3.2,3.6,87.8,0.2,0.3,66.7,10.7,42.9,14.1,0.5,0.2,0.1,1.2,0.8,13.9,4.6,0.4,0.1,1.8,21.1,1.1,1.7,7.4,12.3,4.9,21.1,35.7,0.1,0,1.2,0.6,0.4,0.3,0.3,0.4,0.3,0,0.3,0.4,0.9,1.1,0,0.8,0,0,0,1.7,11.4,1.8,0,0.1,0,0.2,0,22.2,77.8,CF,1
M'Baye Niang,2018-2019,23,Rennes,0.6,0.2,0.8,0.5,0.1,0.1,0,0.4,0.3,0.1,0.5,0.1,0.4,0.2,0.1,0.1,0.1,3.1,0.15,0.39,1.2,37.1,14.6,21,69.5,0.6,1.7,0.6,0.2,2.2,216,52.7,8.7,10.8,80.5,3.4,4.8,70.8,1.3,2.1,61,23,162.8,72.5,3.2,1.9,1.1,3.4,1.7,26.7,5.8,0.4,0.2,2,34.7,0.9,2.8,16.3,16.4,4.7,34.6,54.6,0.3,0,2.2,2.3,0.8,0.5,0.1,0.5,1,0.2,0.8,0.4,1.2,0.7,0,0.6,0.1,0,0,4,19.9,1.1,0.1,0,0.4,1.2,0,34.6,65.4,CF,0
M'Baye Niang,2019-2020,24,Rennes,0.4,0,0.4,0.4,0,0.1,0.1,0.4,0.3,0,0.4,0,0.4,0,0.1,0,0.12,2.7,0.16,0.36,1.2,43.8,14.1,21.1,66.9,0.4,1.2,0.2,0,1.2,201.9,39,8.7,11.5,75.7,3.2,5,65,1,1.6,63.2,21,91,23.7,0.9,0.6,0.8,3.5,2.1,26.8,4.8,0.2,0,1.4,33.7,1.1,2.9,18.5,12.7,4.2,33.7,48.5,0.1,0,2,2.3,0.7,0.4,0.3,0.6,0.4,0,0.4,0.2,0.9,0.8,0,0.7,0.1,0,0,2.2,19.1,1.9,0,0,0.6,0.5,0,32.7,67.3,CF,0
M'Baye Niang,2021-2022,26,Bordeaux,0.3,0.1,0.5,0.3,0,0,0,0.4,0.4,0.2,0.6,0.1,0.6,0,0,-0.1,0.13,3,0.12,0.27,1.3,42.3,12.3,20.7,59.2,0.9,0.5,0.3,0,1.4,190.3,24.1,7.2,10.2,70.5,3.8,6.6,57.9,0.9,1.4,66.7,21.3,107.5,25.3,0.9,0.5,0.5,4.4,1.7,26.5,7.3,0.2,0.2,1.6,34.1,0.6,1.5,17,15.6,5,34.1,43.8,0.3,0,2.7,2.2,0.5,0,0,0.5,1,0.1,0.9,0.1,0.6,0.5,0,0.9,0,0,0,2.1,18.3,2.4,0,0.1,0.1,0.3,0,33.3,66.7,CF,0
Memphis,2019-2020,25,Lyon,0.8,0.2,1,0.7,0.1,0.1,0,0.4,0.3,0.2,0.6,0.2,0.6,0.4,0.4,0,0.08,4.2,0.17,0.4,1.8,42.6,31.7,42.9,73.8,2.2,2.9,1.2,0.1,4.3,465.3,123.6,18.5,21.3,86.7,8.5,11.6,73.3,2.5,5.3,46.7,35.2,203.1,110.5,3.4,2.6,1.5,3.1,1.7,42.7,8.9,0.4,0.2,4.9,54.9,0.1,2.7,26.3,26.8,4.4,54.8,20,0,0,0.7,1.6,0.4,0.3,0,0.4,0,0,0,0.2,0.5,0.2,0,0.3,0.1,0,0,3.7,37.1,5.3,1.8,0.6,0.5,3.4,2.7,55.3,44.7,CF,1
Memphis,2017-2018,23,Lyon,0.7,0.5,1.1,0.6,0.1,0.1,0,0.4,0.4,0.3,0.7,0.2,0.7,0.2,0.2,0.2,0.1,3.7,0.16,0.4,1.5,40.4,33.7,45.8,73.5,2.7,2.6,1.6,0.3,4.7,488.8,150.8,21.5,24.3,88.1,7.2,10,71.9,2.9,6.3,46.1,39.5,220.2,116.8,4.3,3.4,1.3,3.2,2.4,44.5,9.4,0.6,0.3,5,57.9,0,3.2,25.9,29.7,3.9,57.8,23.5,0.1,0,1.3,1.8,0.5,0.3,0.1,0.9,0.5,0,0.5,0.3,0.8,0.2,0,0.4,0,0,0,4.5,39.5,6,1.7,0.4,0.4,5.5,3.3,53.7,46.3,CF,1
Memphis,2020-2021,26,Lyon,0.6,0.4,1,0.4,0.2,0.2,0,0.5,0.3,0.4,0.9,0.4,0.7,0.1,0.1,-0.1,0.1,3.1,0.12,0.27,1.4,43.1,27.7,39.8,69.6,2.9,2.4,1.9,0.5,4,426.7,142.5,15.3,18.7,82.2,7.2,10.3,69.6,2.8,5.6,49.7,31.8,160.8,84.9,2.9,2,1.5,3.7,1.8,39.7,10.1,0.8,0.5,5.1,52.1,0.1,1.8,21.2,29.9,6,51.9,34.1,0.1,0,1,1.6,0.1,0.1,0,0.6,0.3,0,0.3,0.2,0.3,0.1,0,0.4,0.1,0,0,2.7,33.3,6.2,1.8,0.2,0.4,5.1,3.3,51.4,48.6,CF,1
Memphis,2018-2019,24,Lyon,0.3,0.3,0.7,0.3,0,0.1,0.1,0.5,0.4,0.4,0.8,0.3,0.8,-0.1,-0.1,0,0.12,3.6,0.09,0.26,1.2,35.2,36,49,73.6,3.7,3.4,2,0.5,5.8,562.4,181.5,19.9,22.8,87.3,9.2,12.4,74.5,4,8.2,49.6,39.1,204.1,108,3.6,3.2,1.2,2.7,2.1,44.4,9.2,0.4,0.3,7.2,59.9,0.1,2.4,24.1,33.9,4.2,59.8,42.9,0.2,0,1.2,1.1,0.4,0.3,0.2,0.5,0.5,0.1,0.5,0.3,0.7,0,0,0.3,0,0,0,3.6,40.1,8.4,1.8,0.6,0.5,6.6,4.8,57.7,42.3,CF,1
Mohamed Lamine Bayo,2021-2022,23,Clermont Foot,0.5,0.2,0.7,0.4,0.1,0.1,0,0.5,0.4,0.2,0.7,0.1,0.6,0,0,0,0.19,2.3,0.19,0.46,1,41.3,14.5,20.2,71.6,1.2,1.2,0.5,0,2.1,202.4,38,8.2,10.9,75.3,4.6,5.9,78,0.6,0.9,70.8,16.4,83,31.9,1,0.5,0.5,2.2,1.4,20.4,5.5,0.3,0.2,2.3,29.2,0.6,1.7,14.5,13.4,4.1,29.1,46.3,0,0,0.7,0.2,0.4,0.2,0.1,0.8,0.3,0,0.2,0.3,0.7,0.5,0,0.5,0,0,0,1.9,17.5,2.5,0,0.1,0.1,0.5,0,52.7,47.3,CF,0
