Player,Season,Age,Team,Assist,G+A,Non_penalty_goals,Non_penalty_xG,Expected_assisted_goals,Expected_assists,Non_penalty_expGoals_perShot,Shot_/90,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_toShot,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Attempted_long_passes,Long_passes_Cmp%,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Fouls_committed,Fouls_drawn,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Interceptions,Tackles_+Interc,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Succ_Takes_on%,Touches_Def_3rd,Touches_Att_Pen,Role,Tier_league
Jean Lucas,2020-2021,22,2 Teams,0.2,0.2,0.0,0.1,0.1,0.1,0.05,1.9,0.0,0.4,20.0,0.8,0.7,0.2,6.2,924.2,229.4,7.3,72.9,259.7,109.6,2.6,2.1,0.2,1.8,1.2,0.4,0.2,2.7,1.7,33.3,1.3,1.8,0.7,1.8,0.8,0.1,0.8,2.4,2.0,1.4,0.2,1.2,1.7,76.2,13.8,0.6,CM,0
Jean Lucas,2021-2022,23,Monaco,0.1,0.1,0.1,0.2,0.1,0.1,0.09,1.6,0.11,0.6,34.6,1.1,0.9,0.3,5.0,661.1,161.4,7.0,56.3,215.1,95.4,2.6,2.3,0.4,2.8,1.5,0.1,0.1,2.3,1.1,35.9,1.7,1.6,1.1,1.4,0.9,0.3,0.8,3.5,3.3,1.2,0.2,0.4,4.0,65.1,8.8,2.1,CM,0
Jean Onana,2021-2022,21,2 Teams,0.1,0.2,0.1,0.1,0.1,0.1,0.07,1.0,0.75,0.2,19.0,0.7,0.6,0.0,4.4,761.8,191.3,8.9,65.9,191.7,82.5,0.9,0.7,0.0,2.2,1.0,0.2,0.1,1.9,1.6,61.3,1.9,1.8,1.7,2.5,1.8,0.2,1.8,5.2,1.2,1.0,0.4,0.8,0.9,73.9,16.1,0.7,DM,0
Jean Seri,2017-2018,26,Nice,0.2,0.3,0.1,0.1,0.2,0.1,0.05,1.2,0.18,0.4,31.4,2.3,0.7,0.1,6.9,1508.4,378.2,13.6,72.7,244.0,134.8,1.8,1.3,0.2,1.7,0.8,0.5,0.3,4.4,2.9,44.4,0.9,2.1,0.3,1.6,0.6,0.1,0.9,1.8,6.3,3.6,0.2,0.9,3.0,71.2,20.9,0.8,DM,0
Jean-Eudes Aholou,2017-2018,23,Strasbourg,0.0,0.1,0.1,0.1,0.0,0.0,0.06,1.2,0.71,0.2,17.9,0.4,0.1,0.0,3.9,626.2,162.3,5.9,74.5,129.8,61.0,1.0,0.9,0.1,1.1,0.8,0.2,0.1,1.3,0.9,50.5,1.4,1.5,0.5,1.1,0.9,0.2,2.2,4.3,0.7,0.6,0.1,0.5,0.1,78.0,14.1,0.8,DM,0
Jean-Eudes Aholou,2018-2019,24,Monaco,0.1,0.1,0.0,0.1,0.1,0.0,0.06,1.1,0.0,0.3,23.1,0.7,0.3,0.1,5.4,647.3,171.7,4.7,71.4,195.7,119.1,3.0,2.0,0.3,1.2,0.8,0.3,0.2,2.3,1.7,46.8,2.2,1.4,0.7,0.7,0.6,0.0,1.4,3.1,1.0,0.8,0.3,0.7,0.4,58.8,9.2,1.4,DM,0
Jean-Eudes Aholou,2019-2020,25,Saint-Étienne,0.1,0.3,0.1,0.1,0.1,0.0,0.07,1.4,0.25,0.6,40.0,0.7,0.0,0.0,4.9,597.9,121.1,4.1,48.3,172.9,81.7,2.0,1.3,0.1,2.7,1.0,0.1,0.0,1.9,1.0,47.6,1.6,2.0,0.4,0.9,0.9,0.1,2.1,4.4,0.6,0.6,0.1,0.6,0.4,75.0,11.1,1.9,DM,0
Jean-Eudes Aholou,2020-2021,26,2 Teams,0.1,0.2,0.1,0.1,0.1,0.0,0.07,1.4,0.29,0.3,21.2,0.3,0.4,0.0,3.8,491.0,122.6,3.9,71.6,120.8,59.1,1.1,0.8,0.1,1.7,0.8,0.2,0.1,1.4,1.0,57.7,2.1,1.4,0.8,1.3,0.7,0.2,2.2,4.2,0.6,0.5,0.0,0.2,0.3,78.8,10.1,1.0,DM,0
Jean-Eudes Aholou,2021-2022,27,Strasbourg,0.1,0.2,0.1,0.2,0.1,0.1,0.11,1.5,0.5,0.2,11.8,0.5,0.8,0.1,3.4,461.6,96.5,3.3,56.8,149.1,68.9,1.4,1.0,0.2,1.9,0.9,0.3,0.3,2.1,1.7,73.7,1.9,1.8,0.4,1.3,0.7,0.1,1.7,3.1,0.7,0.7,0.1,0.2,0.5,47.8,7.5,1.5,DM,0
Jean-Ricner Bellegarde,2019-2020,21,Strasbourg,0.0,0.0,0.0,0.1,0.1,0.1,0.05,1.1,0.0,0.2,22.2,1.3,0.7,0.2,3.8,658.0,126.1,6.7,73.0,214.2,101.1,2.4,1.6,0.3,2.5,1.7,0.3,0.2,3.1,2.4,25.7,1.9,1.9,0.8,0.5,1.0,0.2,1.3,3.7,1.5,0.8,0.1,0.9,2.0,64.7,8.8,1.3,CM,0
Jean-Ricner Bellegarde,2020-2021,22,Strasbourg,0.0,0.1,0.0,0.1,0.1,0.1,0.09,1.0,0.2,0.2,21.7,0.8,0.7,0.3,2.9,490.1,88.7,4.7,65.5,208.3,87.1,2.8,1.7,0.8,3.1,1.6,0.4,0.2,1.9,1.2,34.3,1.4,2.0,0.6,0.4,0.9,0.1,0.8,3.2,1.7,0.4,0.0,0.6,2.9,57.7,6.9,2.3,CM,0
Jean-Ricner Bellegarde,2021-2022,23,Strasbourg,0.1,0.2,0.1,0.1,0.1,0.1,0.06,1.2,0.29,0.3,22.6,0.9,0.7,0.1,4.1,559.5,120.8,5.0,60.0,223.0,115.7,2.9,2.0,0.5,2.3,1.3,0.2,0.1,2.0,1.2,48.6,1.4,2.6,0.7,0.9,1.1,0.2,1.0,3.0,1.8,0.8,0.2,0.3,2.1,60.3,10.3,1.6,CM,1
Jean-Victor Makengo,2018-2019,20,Nice,0.0,0.1,0.1,0.1,0.1,0.1,0.11,1.1,0.2,0.4,38.5,1.1,0.3,0.1,3.8,448.2,81.0,1.7,73.7,197.8,100.2,3.0,2.8,0.3,2.4,2.9,0.1,0.1,2.6,2.0,17.2,1.0,1.1,0.1,0.3,0.4,0.1,0.8,1.7,0.3,0.1,0.0,0.0,0.4,78.8,5.4,1.7,CM,1
Jean-Victor Makengo,2019-2020,21,Toulouse,0.0,0.2,0.2,0.1,0.1,0.1,0.06,1.3,0.5,0.4,28.6,1.0,0.5,0.1,5.7,468.7,130.8,2.8,71.0,221.9,119.5,3.4,1.9,0.5,2.5,1.3,0.0,0.0,1.9,1.7,15.8,1.9,1.3,0.4,0.8,0.6,0.1,0.3,1.5,0.5,0.3,0.2,0.1,0.7,44.8,7.6,1.2,CM,0
Jessy Deminguet,2018-2019,20,Caen,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.0,0.1,14.3,0.4,0.1,0.1,2.7,477.9,96.0,5.2,71.2,162.0,80.9,2.1,1.1,0.1,1.3,1.8,0.2,0.2,1.5,1.1,48.0,1.6,1.0,1.1,1.8,1.3,0.2,1.3,3.9,1.2,0.6,0.0,0.6,1.0,63.6,10.5,0.6,CM,0
Jimmy Cabot,2020-2021,26,Angers,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.08,0.1,0.25,0.4,73.4,2.6,1.5,0.3,4.0,478.1,2.6,4.0,35.7,202.7,97.3,3.2,2.4,0.5,3.2,8.0,0.1,0.1,1.9,12.5,1.5,1.1,1.1,2.4,0.8,0.0,1.1,3.6,1.1,0.3,0.2,0.2,2.5,42.9,8.1,2.5,RM,0
Jimmy Durmaz,2017-2018,28,Toulouse,0.3,0.5,0.0,0.0,0.2,0.2,0.1,0.05,0.0,0.0,0.3,67.7,4.4,1.5,0.4,5.3,541.1,3.6,7.4,36.2,221.7,120.4,3.2,2.6,0.8,1.3,6.9,0.5,0.3,4.6,55.6,2.1,1.2,0.5,0.7,0.2,0.0,1.2,2.6,6.2,2.7,0.2,0.5,5.3,62.1,4.9,1.9,CM,0
John Bostock,2018-2019,26,Toulouse,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.6,,0.0,0.0,0.6,0.4,0.0,5.3,722.4,222.6,6.4,45.7,131.4,63.3,0.5,0.8,0.0,1.5,0.7,0.0,0.0,1.4,0.9,58.3,1.6,1.3,0.8,1.9,1.1,0.2,1.6,3.7,4.1,2.9,0.2,0.4,1.6,16.7,13.2,0.2,CM,0
Jonas Martin,2017-2018,27,Strasbourg,0.1,0.2,0.0,0.0,0.1,0.1,0.06,0.7,0.13,0.2,33.3,1.2,0.7,0.1,4.8,714.8,183.4,6.0,69.8,176.7,77.8,1.2,1.0,0.1,1.1,1.5,0.2,0.1,2.5,2.0,41.8,1.6,1.2,0.5,1.1,0.9,0.1,1.0,3.2,3.5,1.6,0.3,0.6,1.5,65.9,10.2,1.1,DM,0
Jonas Martin,2018-2019,28,Strasbourg,0.0,0.2,0.0,0.1,0.1,0.1,0.09,0.7,0.13,0.3,47.1,1.0,0.5,0.2,6.7,1018.0,261.8,8.3,78.5,227.5,106.9,2.0,1.9,0.4,0.9,1.3,0.2,0.1,1.9,1.6,47.2,1.5,1.0,0.7,0.7,1.3,0.5,1.3,3.3,2.9,2.2,0.0,1.6,0.9,70.4,15.6,1.2,DM,0
Jordan Ferri,2017-2018,25,Lyon,0.1,0.1,0.0,0.1,0.1,0.1,0.05,1.0,,0.0,0.0,1.1,0.7,0.1,10.3,1113.6,332.2,6.6,83.0,299.1,164.8,3.0,2.3,0.4,1.6,1.3,0.6,0.6,3.7,3.1,50.0,2.3,1.3,1.0,1.8,1.6,0.1,0.7,3.5,1.7,1.0,0.6,0.8,0.7,92.3,15.5,1.8,CM,0
Jordan Ferri,2018-2019,26,2 Teams,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.7,0.67,0.1,20.0,1.1,1.1,0.0,8.2,757.8,254.4,7.6,66.5,246.8,133.7,2.7,1.3,0.3,2.0,1.4,0.3,0.2,3.0,2.6,40.4,1.9,1.4,1.2,1.8,1.4,0.2,0.7,3.3,1.0,0.5,0.4,0.8,1.2,53.8,9.5,0.9,CM,0
Jordan Ferri,2019-2020,27,Montpellier,0.0,0.0,0.0,0.0,0.1,0.1,0.04,0.9,0.0,0.3,36.4,1.7,1.0,0.2,7.6,833.6,253.2,7.8,66.0,213.8,114.4,2.5,1.7,0.3,1.6,2.2,0.1,0.1,4.3,3.3,50.0,1.6,2.3,1.0,2.4,0.7,0.0,0.8,2.5,3.1,2.1,0.1,1.3,2.3,65.6,11.0,0.8,CM,0
Jordan Ferri,2020-2021,28,Montpellier,0.1,0.1,0.0,0.0,0.1,0.1,0.03,0.1,0.0,0.1,50.0,0.8,0.5,0.2,6.7,954.6,277.6,9.8,75.9,199.3,95.6,1.3,1.1,0.2,1.3,0.9,0.2,0.2,2.3,2.1,45.5,1.8,1.2,1.1,2.5,1.0,0.2,0.3,2.3,1.4,1.2,0.1,1.3,0.9,57.1,16.0,0.5,CM,0
Jordan Marié,2017-2018,25,Dijon,0.0,0.1,0.0,0.1,0.0,0.0,0.07,1.0,0.5,0.1,9.5,0.5,0.3,0.1,4.0,677.8,171.0,6.9,79.3,96.5,47.7,0.5,0.4,0.1,1.5,0.9,0.1,0.1,1.7,1.4,35.1,1.2,0.7,0.9,2.3,1.2,0.4,1.9,4.9,1.0,0.7,0.1,0.7,0.5,53.3,11.4,0.8,CM,0
Jordan Marié,2018-2019,26,Dijon,0.0,0.1,0.0,0.1,0.0,0.0,0.07,0.7,0.14,0.3,46.7,0.7,0.5,0.1,5.0,593.4,154.3,5.5,60.0,107.3,47.9,0.8,1.0,0.0,1.9,0.5,0.0,0.0,1.8,1.6,40.8,1.0,0.7,1.0,1.8,1.4,0.2,2.0,4.6,0.6,0.1,0.0,0.5,1.0,70.6,9.7,0.3,CM,0
Jordan Marié,2020-2021,28,Dijon,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.6,0.0,0.1,10.0,0.4,0.4,0.0,4.4,707.9,185.7,6.7,73.6,96.3,37.4,0.4,0.6,0.1,1.4,0.7,0.0,0.0,1.4,1.2,57.1,0.8,0.4,1.4,2.1,0.9,0.3,1.4,3.6,1.3,0.8,0.0,0.6,0.9,61.1,12.1,0.3,CM,0
Joris Chotard,2020-2021,18,Montpellier,0.0,0.0,0.0,0.0,0.1,0.1,0.07,0.6,0.0,0.2,25.0,0.8,0.5,0.2,2.4,387.1,139.9,5.5,54.9,74.6,35.2,0.4,0.5,0.2,1.1,0.5,0.1,0.1,1.4,1.0,52.6,1.1,0.5,0.5,1.9,0.9,0.2,0.8,1.8,1.2,0.7,0.1,0.5,0.7,83.3,11.2,0.9,DM,0
Joris Chotard,2021-2022,19,Montpellier,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.6,0.33,0.1,16.7,0.4,0.5,0.2,2.8,583.2,170.2,5.3,70.9,115.2,47.1,0.2,0.2,0.1,0.9,0.2,0.2,0.1,1.1,1.0,40.8,0.9,0.3,1.1,1.3,0.8,0.5,1.3,3.1,1.1,1.0,0.1,0.4,0.6,38.1,18.1,0.5,DM,0
Jules Iloki,2017-2018,25,Nantes,0.0,0.0,0.0,0.1,0.2,0.2,-0.2,0.16,0.0,0.0,0.3,67.9,1.7,2.0,1.3,2.9,329.5,1.9,3.5,20.9,142.1,85.1,2.6,2.1,0.2,1.6,9.3,0.1,0.1,3.0,55.0,0.9,0.9,0.2,0.8,0.5,0.0,0.8,1.6,1.1,0.1,0.0,0.3,5.1,69.2,5.2,1.6,RM,0
Junior Dina Ebimbe,2020-2021,19,Dijon,0.0,0.1,0.0,0.1,0.1,0.1,0.08,1.9,0.08,0.5,28.9,1.0,0.7,0.2,2.8,411.6,89.6,3.1,58.1,216.8,100.0,2.7,2.4,0.7,3.4,1.3,0.1,0.1,2.7,2.1,37.0,1.8,1.5,0.6,1.3,0.7,0.0,0.6,2.2,0.6,0.3,0.1,0.2,1.1,52.2,6.3,2.9,RM,1
Kévin N'Doram,2017-2018,21,Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.4,0.0,0.1,33.3,0.2,0.0,0.0,5.2,929.0,277.7,8.5,80.9,180.7,102.0,0.5,0.5,0.0,0.4,0.4,0.1,0.1,0.7,0.7,62.1,1.4,1.5,0.7,2.2,0.7,0.2,2.0,4.0,2.2,2.2,0.2,1.2,0.0,66.7,17.6,0.2,DM,0
Kévin N'Doram,2019-2020,23,Metz,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.0,0.1,22.2,0.3,0.3,0.0,4.7,721.6,213.5,4.9,75.6,179.1,90.7,1.1,0.9,0.1,1.4,1.0,0.0,0.0,2.2,1.7,51.7,1.3,1.6,0.9,1.3,1.1,0.4,1.4,3.8,1.8,1.6,0.1,0.4,0.0,64.3,12.7,0.4,DM,0
Kévin N'Doram,2021-2022,25,Metz,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.5,0.0,0.1,14.3,0.8,0.1,0.0,4.6,591.4,191.4,5.3,72.6,137.5,62.7,0.2,0.1,0.1,1.0,0.5,0.1,0.1,1.7,1.5,57.7,1.6,0.9,0.2,1.2,1.7,0.4,1.4,2.1,1.7,1.6,0.1,0.5,0.1,50.0,11.7,0.5,DM,0
Kalidou Sidibé,2018-2019,19,Toulouse,0.0,0.1,0.1,0.0,0.0,0.0,0.06,0.3,0.5,0.1,50.0,0.3,0.1,0.0,3.7,455.4,158.6,3.8,47.2,81.9,33.7,0.4,0.1,0.0,0.6,1.1,0.0,0.0,0.8,0.6,67.4,2.8,1.0,0.5,0.6,1.1,0.2,1.2,2.9,0.4,0.3,0.0,0.1,0.0,80.0,11.7,0.5,DM,0
Karim Azamoum,2017-2018,27,Troyes,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.9,0.14,0.3,30.4,0.8,0.4,0.1,3.2,403.9,119.4,4.7,43.6,111.2,45.2,1.0,0.5,0.2,1.2,1.2,0.0,0.0,1.8,1.4,54.6,2.3,0.7,1.1,1.6,1.2,0.4,1.0,4.4,2.2,1.1,0.0,0.3,2.6,59.1,12.3,1.3,CM,0
Kevin Strootman,2018-2019,28,Marseille,0.2,0.3,0.0,0.1,0.1,0.1,0.13,0.7,0.25,0.2,25.0,1.1,0.6,0.0,5.4,652.9,200.3,5.1,59.5,158.5,85.1,1.1,1.2,0.1,0.7,0.8,0.4,0.2,2.1,1.7,50.6,1.6,0.4,0.9,1.5,1.1,0.3,1.1,4.6,2.1,1.5,0.2,0.3,1.1,76.9,11.1,1.2,DM,1
Khéphren Thuram,2020-2021,19,Nice,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.6,0.5,0.2,40.0,0.3,0.8,0.0,5.2,858.4,209.7,6.3,73.1,230.2,125.8,1.9,1.1,0.2,1.0,0.5,0.5,0.4,1.4,1.0,45.0,1.9,0.6,0.5,1.1,1.3,0.5,1.1,3.0,1.4,1.4,0.1,0.2,0.1,78.6,16.1,0.8,CM,1
Khéphren Thuram,2021-2022,20,Nice,0.1,0.3,0.2,0.1,0.1,0.1,0.12,1.1,0.57,0.3,30.4,1.0,1.0,0.0,5.8,769.1,182.1,5.1,69.4,292.7,138.2,3.1,2.7,0.3,1.6,1.1,0.4,0.3,2.5,1.9,50.0,1.6,0.7,0.8,0.9,1.5,0.5,1.3,2.9,1.8,1.6,0.1,0.2,0.5,74.4,11.2,1.3,CM,1
Léo Leroy,2021-2022,21,Montpellier,0.0,0.0,0.0,0.0,0.0,0.1,0.03,1.2,0.0,0.4,37.5,0.6,0.7,0.0,3.5,585.1,175.3,4.3,70.0,182.4,72.2,0.6,0.9,0.3,1.9,1.2,0.0,0.0,1.2,1.2,57.9,3.3,0.6,1.7,3.2,2.9,0.6,1.2,5.6,0.7,0.7,0.3,0.1,0.6,47.1,17.3,1.0,CM,0
Lamine Fomba,2019-2020,21,Nîmes,0.0,0.0,0.0,0.1,0.0,0.0,0.1,1.0,0.0,0.1,13.3,0.7,0.2,0.0,2.7,287.1,76.2,2.2,57.6,95.0,42.7,0.7,0.7,0.0,2.3,1.2,0.0,0.0,1.4,1.2,49.4,2.8,0.5,1.4,1.4,1.9,0.3,1.6,5.9,0.3,0.0,0.0,0.1,0.4,59.1,9.4,1.3,DM,0
Lamine Fomba,2020-2021,22,Nîmes,0.0,0.1,0.0,0.1,0.1,0.0,0.11,1.0,0.17,0.2,25.0,0.8,0.4,0.0,2.0,348.8,85.0,2.4,61.0,105.1,45.6,0.8,0.7,0.0,1.6,1.7,0.1,0.1,1.4,1.1,50.8,1.9,0.7,1.2,1.4,2.0,0.8,2.4,5.2,0.4,0.4,0.0,0.2,0.1,46.7,11.6,1.2,DM,0
Lassana Coulibaly,2017-2018,21,Angers,0.2,0.3,0.1,0.1,0.1,0.1,0.06,1.7,0.25,0.4,25.0,1.1,1.0,0.2,4.1,371.7,121.7,1.9,44.4,174.1,95.7,2.6,2.9,0.3,1.7,1.0,0.5,0.1,2.9,1.7,50.0,1.9,2.0,1.1,2.7,1.6,0.1,0.9,3.7,0.4,0.4,0.1,0.1,0.8,51.7,7.9,2.5,CM,0
Lassana Coulibaly,2020-2021,24,Angers,0.1,0.1,0.1,0.1,0.0,0.0,0.08,0.7,0.25,0.2,28.6,0.4,0.2,0.1,3.5,514.7,129.8,3.8,70.8,152.2,60.1,1.1,1.0,0.1,1.4,0.9,0.1,0.1,0.9,0.7,51.9,1.4,1.7,2.1,1.9,1.5,0.2,1.8,5.9,0.6,0.4,0.1,0.3,0.6,44.1,10.8,0.6,CM,0
Laurent Abergel,2020-2021,27,Lorient,0.0,0.1,0.1,0.0,0.1,0.0,0.05,0.9,0.3,0.3,34.5,0.6,0.4,0.1,4.2,687.5,199.0,6.8,64.7,142.9,65.0,1.0,1.0,0.1,1.6,1.3,0.3,0.2,1.8,1.4,34.6,1.3,1.1,1.6,3.3,1.9,0.2,1.4,5.8,1.2,0.9,0.0,0.3,0.8,78.4,14.8,0.4,DM,0
Laurent Abergel,2021-2022,28,Lorient,0.1,0.1,0.0,0.0,0.1,0.1,0.05,0.9,0.0,0.2,24.1,1.1,0.7,0.3,5.2,723.6,208.2,7.2,64.4,171.4,71.6,0.9,1.2,0.1,1.6,1.2,0.3,0.2,2.5,2.0,61.1,1.2,2.1,2.2,2.9,1.8,0.0,1.7,5.0,1.1,0.8,0.2,0.6,1.1,63.9,12.3,0.4,DM,0
Leandro Paredes,2018-2019,24,Paris S-G,0.1,0.1,0.0,0.0,0.2,0.2,0.04,1.0,0.0,0.1,14.3,1.3,0.8,0.0,8.1,1446.1,473.4,12.6,66.9,271.3,146.6,0.7,0.6,0.0,0.4,0.6,0.2,0.2,2.4,1.7,55.6,1.0,1.7,0.9,1.2,1.2,0.4,1.0,3.5,6.3,3.7,0.6,1.5,2.9,55.6,21.4,0.1,DM,1
Leandro Paredes,2019-2020,25,Paris S-G,0.0,0.0,0.0,0.1,0.0,0.1,0.03,2.0,0.0,0.4,22.2,0.6,0.6,0.0,11.7,1636.0,561.7,12.8,80.2,301.0,170.2,1.1,1.7,0.0,0.3,0.2,0.3,0.2,3.1,2.8,53.8,2.2,1.4,1.4,1.8,0.8,0.1,1.7,4.1,2.7,2.2,0.1,1.5,0.4,80.0,18.5,0.1,DM,1
Leandro Paredes,2020-2021,26,Paris S-G,0.1,0.2,0.1,0.1,0.1,0.1,0.05,1.7,0.17,0.4,25.0,0.8,0.8,0.0,10.0,1572.9,546.3,10.9,73.9,331.7,183.0,1.5,1.7,0.0,0.6,0.5,0.3,0.3,2.3,1.9,52.6,1.6,1.2,1.3,1.4,1.2,0.3,1.2,3.2,3.5,2.9,0.1,0.4,0.6,71.4,21.0,0.3,DM,1
Leandro Paredes,2021-2022,27,Paris S-G,0.2,0.3,0.1,0.0,0.0,0.0,0.05,0.9,0.5,0.2,25.0,0.8,0.3,0.0,5.9,1609.3,512.4,9.6,84.3,328.1,155.4,0.6,0.9,0.0,0.5,0.2,0.5,0.2,2.0,1.7,62.5,1.1,0.9,1.3,1.3,1.1,0.6,1.1,3.5,2.9,2.7,0.1,0.4,0.0,85.7,27.0,0.2,DM,1
Lebogang Phiri,2017-2018,22,Guingamp,0.1,0.1,0.0,0.0,0.0,0.0,0.03,0.5,0.0,0.2,33.3,0.7,0.3,0.0,5.2,878.5,256.0,8.5,78.4,176.2,77.9,0.8,0.7,0.0,0.3,0.9,0.3,0.1,1.7,1.3,61.5,1.1,0.6,1.0,2.8,0.8,0.2,1.7,4.1,2.4,1.5,0.1,0.8,0.7,80.0,12.5,0.2,CM,0
Lebogang Phiri,2018-2019,23,Guingamp,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.6,0.0,0.1,25.0,0.7,0.3,0.0,5.9,707.8,212.9,4.9,77.9,145.7,69.4,0.9,0.5,0.0,0.8,0.7,0.1,0.0,1.7,1.3,42.9,1.2,0.7,1.1,0.9,1.2,0.1,1.4,4.2,0.6,0.5,0.0,0.7,0.4,63.2,11.8,0.3,CM,0
Lucas Da Cunha,2021-2022,20,2 Teams,0.1,0.2,0.1,0.2,0.2,0.2,0.09,2.1,0.22,0.7,32.1,1.9,0.9,0.4,3.0,437.7,121.5,5.0,58.8,213.2,89.0,2.9,1.9,1.0,2.3,2.1,0.1,0.1,3.3,2.4,39.4,0.7,0.7,1.1,1.0,1.1,0.0,0.1,2.3,3.1,0.5,0.1,0.7,3.1,50.9,5.9,2.9,DM,0
Lucas Deaux,2017-2018,28,Guingamp,0.0,0.1,0.1,0.1,0.1,0.1,0.12,0.8,0.22,0.4,50.0,0.6,0.7,0.1,6.7,778.3,241.4,7.9,71.2,133.2,64.2,1.5,0.8,0.1,1.4,1.1,0.2,0.2,1.8,1.4,56.1,1.8,1.0,0.9,2.2,1.9,0.3,1.5,4.4,2.1,1.7,0.0,0.9,1.1,69.2,12.0,2.0,DM,0
