Player,Season,Age,Team,Assist,G+A,Non_penalty_goals,Non_penalty_xG,Expected_assisted_goals,Expected_assists,Non_penalty_expGoals_perShot,Shot_/90,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_toShot,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Attempted_long_passes,Long_passes_Cmp%,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Fouls_committed,Fouls_drawn,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Interceptions,Tackles_+Interc,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Succ_Takes_on%,Touches_Def_3rd,Touches_Att_Pen,Role,Tier_league
Lucas Evangelista,2018-2019,23,Nantes,0.0,0.1,0.1,0.1,0.0,0.1,0.06,1.7,0.25,0.5,28.6,0.5,0.6,0.2,4.2,388.9,93.6,4.1,45.5,151.9,65.7,1.7,1.9,0.5,3.2,2.3,0.1,0.1,2.3,1.5,59.0,2.4,3.9,1.7,1.4,1.2,0.0,1.1,4.9,0.2,0.1,0.0,0.2,1.9,47.6,6.1,2.3,CM,0
Lucas Tousart,2017-2018,20,Lyon,0.0,0.0,0.0,0.1,0.0,0.0,0.13,0.5,0.0,0.0,6.3,0.4,0.1,0.0,3.0,641.7,157.9,4.1,75.0,136.5,61.0,0.5,0.5,0.0,1.1,0.6,0.2,0.2,1.3,1.1,59.8,1.2,0.6,1.1,1.7,1.2,0.5,1.5,4.3,1.0,0.9,0.1,0.3,0.1,76.0,14.2,0.7,CM,1
Lucas Tousart,2018-2019,21,Lyon,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.3,0.0,0.3,20.8,0.5,0.3,0.1,4.9,802.7,171.5,5.1,73.5,176.8,72.7,0.5,0.9,0.0,1.0,0.7,0.2,0.2,1.9,1.6,44.3,1.4,0.9,1.3,1.8,1.6,0.7,1.4,5.2,0.7,0.7,0.2,0.7,0.1,76.9,13.5,0.5,CM,1
Lucas Tousart,2019-2020,22,Lyon,0.1,0.2,0.1,0.1,0.0,0.0,0.07,1.4,0.18,0.6,39.3,0.5,0.3,0.2,4.2,719.2,170.8,5.8,72.6,179.5,84.3,0.8,0.8,0.0,1.6,0.5,0.2,0.2,1.5,1.0,53.5,1.9,0.9,0.9,2.0,1.0,0.4,1.6,4.5,0.9,0.8,0.2,0.6,0.7,62.5,13.7,1.4,CM,1
Lucien Agoume,2021-2022,19,Brest,0.0,0.0,0.0,0.1,0.0,0.0,0.07,0.7,0.0,0.0,6.7,0.6,0.4,0.0,5.6,723.1,217.4,6.8,79.4,169.1,75.4,0.8,0.9,0.3,0.9,0.8,0.1,0.1,1.7,1.3,47.3,1.5,0.7,1.1,1.1,1.4,0.4,2.5,5.0,1.8,1.4,0.0,0.5,0.2,68.8,17.1,1.4,DM,1
Luis Henrique,2021-2022,19,Marseille,0.1,0.1,0.0,0.1,0.0,0.0,0.15,0.8,0.0,0.3,33.3,1.0,0.8,0.3,2.4,334.1,61.7,2.6,60.0,166.9,69.7,1.9,1.5,1.3,2.8,1.2,0.1,0.1,1.7,1.3,0.0,0.8,0.5,0.3,0.4,0.3,0.0,0.6,1.2,1.4,0.1,0.0,0.4,1.5,38.9,4.6,2.3,RM,0
Luis Henrique,2020-2021,18,Marseille,0.7,0.7,0.0,0.0,0.3,0.3,0.4,0.04,0.0,0.0,0.5,76.8,1.5,1.5,0.9,3.1,446.5,1.3,3.1,31.6,209.2,98.7,3.6,0.9,1.7,1.7,11.1,0.7,0.7,3.5,100.0,0.3,0.7,0.5,0.7,0.7,0.1,0.9,1.6,2.8,0.3,0.1,0.0,3.6,44.8,6.8,3.5,RM,0
Lukas Lerager,2017-2018,24,Bordeaux,0.0,0.1,0.1,0.1,0.1,0.1,0.11,1.1,0.25,0.3,29.3,0.7,0.6,0.1,4.9,530.6,173.8,4.4,56.8,117.1,54.7,1.0,0.7,0.1,1.2,0.8,0.1,0.1,2.1,1.5,56.9,2.0,1.5,0.9,2.0,1.2,0.2,1.8,4.8,0.9,0.8,0.2,0.4,0.5,57.1,10.5,2.0,CM,0
Lukas Lerager,2018-2019,25,Bordeaux,0.1,0.1,0.0,0.0,0.0,0.1,0.04,0.8,0.0,0.2,27.3,0.6,0.7,0.1,5.1,552.0,180.7,4.9,54.9,114.7,53.8,1.2,0.8,0.3,1.1,0.6,0.2,0.2,1.9,1.6,49.0,1.4,0.9,1.2,1.7,1.5,0.7,2.2,4.9,1.3,1.1,0.1,0.4,0.4,50.0,11.9,1.0,CM,0
Mahdi Camara,2019-2020,21,Saint-Étienne,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.6,0.0,0.2,33.3,0.3,0.3,0.1,3.0,605.3,116.1,3.7,67.6,223.7,100.7,1.9,1.8,0.0,1.3,1.3,0.3,0.3,0.9,0.6,53.3,1.7,1.4,1.8,1.4,2.0,0.2,1.8,5.1,0.4,0.2,0.0,0.3,0.7,80.0,12.0,1.1,CM,0
Mahdi Camara,2020-2021,22,Saint-Étienne,0.1,0.1,0.1,0.1,0.0,0.0,0.14,0.6,0.33,0.2,39.1,0.7,0.7,0.3,3.9,628.7,178.0,4.5,70.5,186.6,90.6,1.5,1.3,0.2,1.1,0.6,0.1,0.1,1.8,1.3,60.8,1.3,1.1,0.9,0.7,1.4,0.3,2.1,4.8,2.1,0.8,0.0,0.3,0.9,56.4,14.8,0.8,CM,0
Mahdi Camara,2021-2022,23,Saint-Étienne,0.0,0.1,0.1,0.1,0.0,0.0,0.09,0.8,0.2,0.4,53.6,0.9,0.3,0.1,3.9,535.4,157.5,3.3,58.0,165.4,84.8,1.3,1.8,0.1,1.6,1.0,0.1,0.1,2.3,1.6,41.7,1.3,1.3,1.1,0.9,1.3,0.2,1.7,4.6,3.0,0.6,0.0,0.3,1.0,62.5,13.0,1.0,CM,0
Mamadou Fofana,2019-2020,21,Metz,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.6,,0.0,0.0,0.3,0.1,0.0,1.6,646.8,214.8,6.0,61.3,109.5,50.8,0.3,0.5,0.1,0.2,0.3,0.0,0.0,0.9,0.7,38.0,1.2,0.2,1.2,1.1,1.2,0.6,1.2,4.5,0.8,0.7,0.1,0.2,0.1,50.0,24.6,0.2,DM,0
Mamadou Fofana,2020-2021,22,Metz,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.3,,0.0,0.0,0.2,0.0,0.0,1.7,571.9,193.7,5.6,60.6,92.8,44.6,0.2,0.2,0.0,0.5,0.3,0.0,0.0,0.7,0.7,45.8,1.0,0.1,0.6,2.0,1.2,0.2,1.5,3.6,1.1,1.1,0.0,0.0,0.0,100.0,22.6,0.4,DM,0
Manu Koné,2019-2020,18,Toulouse,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.9,0.0,0.2,22.2,0.5,0.0,0.0,2.6,474.7,132.3,3.9,47.4,169.7,74.9,1.4,1.4,0.0,1.7,0.6,0.1,0.1,1.6,1.4,36.4,2.0,2.9,1.3,1.7,1.5,0.1,2.0,5.6,0.3,0.3,0.1,0.1,0.1,100.0,12.1,0.2,CM,0
Marco Verratti,2017-2018,24,Paris S-G,0.2,0.2,0.0,0.0,0.1,0.2,0.05,0.4,0.0,0.1,14.3,1.5,2.1,0.1,10.1,1509.6,494.0,11.0,79.0,375.4,199.9,2.1,2.1,0.1,0.9,1.9,0.6,0.6,3.8,3.2,50.0,1.6,2.8,0.6,2.3,1.3,0.3,1.4,4.0,3.7,2.7,1.5,0.7,0.5,82.4,19.5,0.8,CM,1
Marco Verratti,2018-2019,25,Paris S-G,0.1,0.1,0.0,0.0,0.2,0.3,0.04,0.1,,0.0,0.0,1.4,1.9,0.0,12.5,1337.7,482.6,7.2,74.8,358.2,202.4,2.5,2.1,0.0,1.0,1.8,0.3,0.3,4.0,3.6,26.7,1.7,2.7,1.7,2.2,1.2,0.0,0.9,4.3,3.8,3.0,1.3,0.4,0.0,82.9,14.4,0.6,CM,1
Marco Verratti,2019-2020,26,Paris S-G,0.3,0.3,0.0,0.0,0.2,0.2,0.15,0.1,,0.0,0.0,1.6,2.6,0.3,11.3,1455.8,464.8,9.0,77.2,289.3,158.4,2.0,2.2,0.2,0.9,1.3,0.9,0.8,3.8,3.2,47.1,1.6,2.0,1.2,2.2,1.4,0.2,1.2,4.4,4.5,3.1,0.7,0.4,0.7,86.2,16.5,0.7,CM,1
Marco Verratti,2020-2021,27,Paris S-G,0.1,0.1,0.0,0.1,0.1,0.2,0.13,0.6,0.0,0.2,40.0,1.4,2.0,0.1,11.3,1396.1,436.9,7.9,69.5,363.2,196.0,2.3,3.1,0.6,1.8,1.7,0.4,0.3,3.4,2.8,47.8,1.7,3.1,1.4,2.9,1.3,0.3,1.6,4.8,3.7,3.0,0.2,0.3,0.7,80.0,14.8,2.4,CM,1
Marco Verratti,2021-2022,28,Paris S-G,0.1,0.2,0.1,0.0,0.1,0.2,0.09,0.3,1.0,0.1,28.6,1.4,2.0,0.0,9.0,1376.6,410.5,7.1,78.9,380.9,193.8,2.6,3.9,0.2,1.3,1.0,0.3,0.3,3.5,3.2,31.3,1.5,2.2,1.5,1.5,1.7,0.5,0.8,3.6,4.8,2.9,0.3,0.7,0.4,80.7,18.1,1.5,CM,1
Mario Lemina,2021-2022,27,Nice,0.0,0.1,0.1,0.1,0.0,0.0,0.12,0.7,0.5,0.2,25.0,0.3,0.2,0.0,4.3,833.0,233.1,6.3,68.8,260.4,126.3,1.6,1.0,0.1,1.0,0.6,0.1,0.0,1.5,1.2,69.7,1.6,1.1,1.3,0.5,1.5,0.4,2.2,5.0,1.0,0.8,0.1,0.2,0.3,75.0,16.7,1.1,DM,1
Marquinhos,2018-2019,24,Paris S-G,0.1,0.2,0.1,0.1,0.0,0.1,0.19,0.4,1.0,0.1,27.3,0.3,0.4,0.0,6.0,1258.0,428.5,9.1,76.8,254.8,152.8,0.6,0.7,0.0,0.2,0.3,0.1,0.1,0.9,0.7,63.6,1.0,0.3,1.0,0.7,1.0,0.4,1.5,3.6,1.8,1.4,0.2,0.5,0.0,85.7,28.3,1.0,DM,1
Marquinhos,2019-2020,25,Paris S-G,0.1,0.2,0.2,0.1,0.0,0.1,0.17,0.7,1.0,0.2,27.3,0.2,1.0,0.0,5.9,1320.1,424.8,7.9,83.1,242.7,132.9,0.5,0.9,0.1,0.5,0.6,0.2,0.1,1.5,1.3,52.1,1.2,0.4,0.7,0.9,1.5,0.5,1.5,3.9,1.4,1.0,0.3,0.7,0.2,77.8,25.3,1.0,DM,1
Marshall Munetsi,2019-2020,23,Reims,0.2,0.2,0.0,0.0,0.1,0.1,0.06,0.4,,0.0,0.0,0.5,0.3,0.2,3.2,550.1,146.1,6.3,66.1,173.7,85.5,2.0,1.3,0.0,1.8,1.0,0.2,0.2,1.9,1.6,59.3,1.9,1.5,0.6,0.6,1.4,0.8,1.3,4.2,1.2,1.0,0.2,0.8,0.6,62.5,17.3,0.9,CM,0
Marshall Munetsi,2020-2021,24,Reims,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.6,0.33,0.1,25.0,0.4,0.1,0.0,2.3,641.2,143.5,6.0,68.2,153.3,64.8,0.4,0.5,0.0,1.4,0.4,0.1,0.0,1.1,1.0,62.8,1.4,0.9,1.0,0.9,1.5,1.2,2.7,4.3,0.6,0.5,0.0,0.2,0.2,68.2,22.2,0.7,CM,0
Marshall Munetsi,2021-2022,25,Reims,0.0,0.3,0.2,0.2,0.1,0.0,0.13,1.5,0.38,0.6,40.6,0.4,0.1,0.0,1.8,465.9,126.8,4.8,61.0,132.4,60.4,0.6,0.6,0.1,2.1,0.5,0.1,0.1,1.3,1.0,64.1,1.9,1.0,0.8,1.1,1.9,0.6,2.1,3.7,0.7,0.6,0.0,0.6,0.2,44.4,19.4,1.8,CM,1
Mattéo Guendouzi,2021-2022,22,Marseille,0.2,0.3,0.1,0.1,0.1,0.1,0.07,1.4,0.22,0.5,36.0,1.0,1.5,0.1,8.2,912.0,232.3,6.5,78.0,296.1,149.9,2.9,2.3,0.5,1.7,1.3,0.3,0.3,3.2,2.4,43.4,0.8,1.9,0.4,1.0,0.4,0.0,0.5,1.7,2.4,1.1,0.2,0.4,1.4,58.8,8.6,2.3,CM,1
Matteo Ahlinvi,2020-2021,21,Nîmes,0.0,0.2,0.2,0.1,0.0,0.0,0.11,1.2,0.29,0.7,58.3,0.5,0.2,0.0,2.5,428.1,82.3,2.5,60.0,204.2,116.7,3.1,1.4,0.3,2.6,1.6,0.0,0.0,1.2,0.9,38.1,1.7,1.5,1.1,2.8,0.6,0.0,0.2,2.8,0.5,0.5,0.0,0.0,0.6,65.5,9.5,1.2,CM,0
Maxence Caqueret,2020-2021,20,Lyon,0.1,0.1,0.0,0.0,0.1,0.1,0.07,0.5,0.0,0.1,10.0,0.8,1.5,0.1,8.9,746.8,277.1,4.8,75.5,177.5,79.4,1.2,1.3,0.4,2.0,1.5,0.2,0.1,2.7,2.3,42.9,1.6,1.3,1.8,3.6,1.8,0.2,1.2,4.9,0.8,0.3,0.2,0.3,0.7,75.0,9.9,1.3,CM,0
Maxence Caqueret,2021-2022,21,Lyon,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.6,0.0,0.1,13.3,0.9,0.6,0.0,5.9,782.6,253.0,4.7,69.7,191.8,85.0,1.0,1.4,0.1,1.9,1.0,0.2,0.2,2.4,2.0,48.0,1.7,1.1,1.2,1.9,1.5,0.4,1.7,4.5,1.2,0.5,0.2,0.3,0.8,63.8,14.6,0.6,CM,1
Maxime Lopez,2017-2018,19,Marseille,0.1,0.1,0.0,0.1,0.1,0.2,0.09,0.7,0.0,0.3,40.0,2.0,1.4,0.5,10.4,1175.0,384.8,8.3,68.5,378.0,200.1,3.3,2.9,0.2,0.9,0.7,0.2,0.2,4.7,4.0,15.4,2.1,1.2,0.8,2.9,1.0,0.1,0.5,2.4,3.9,1.8,0.3,0.5,3.0,69.6,13.5,1.3,CM,1
Maxime Lopez,2018-2019,20,Marseille,0.1,0.2,0.0,0.0,0.1,0.1,0.04,0.5,0.25,0.2,30.8,1.9,1.2,0.4,11.1,1216.9,464.5,8.2,65.2,357.6,205.3,2.5,2.8,0.2,0.8,0.6,0.3,0.2,3.6,2.8,31.6,1.3,0.6,0.8,1.4,0.4,0.1,0.8,2.7,5.0,2.8,0.1,0.2,2.8,52.0,15.9,0.7,CM,1
Maxime Lopez,2019-2020,21,Marseille,0.2,0.2,0.0,0.0,0.1,0.1,0.06,0.8,0.0,0.2,20.0,1.5,0.6,0.1,8.4,861.0,261.2,4.0,61.2,327.1,190.5,4.4,3.3,0.7,1.9,0.7,0.4,0.4,3.6,2.9,7.7,0.7,0.4,0.3,1.8,0.6,0.2,0.6,1.9,2.5,1.1,0.1,0.1,1.9,57.1,9.6,1.8,CM,1
Mehdi Abeid,2017-2018,24,Dijon,0.1,0.1,0.0,0.1,0.0,0.0,0.05,1.6,0.0,0.5,28.6,0.5,0.1,0.0,3.7,672.5,179.5,4.7,71.0,218.8,101.1,1.5,1.0,0.0,1.8,1.6,0.1,0.1,1.5,1.0,44.8,2.2,1.2,0.6,1.8,0.8,0.5,1.4,3.1,1.3,0.9,0.0,0.4,0.5,70.0,14.0,0.8,CM,0
Mehdi Abeid,2018-2019,25,Dijon,0.0,0.1,0.1,0.1,0.1,0.0,0.06,1.6,0.2,0.4,27.8,1.0,0.2,0.1,4.3,694.1,165.7,6.4,62.9,218.6,103.6,1.9,1.0,0.2,1.8,1.4,0.1,0.1,1.8,1.3,39.5,2.5,1.2,0.7,1.3,1.5,0.3,1.3,3.6,1.6,0.8,0.2,0.5,1.1,51.7,11.2,0.9,CM,0
Mehdi Abeid,2019-2020,26,Nantes,0.1,0.1,0.0,0.1,0.1,0.1,0.04,1.6,0.14,0.3,21.2,1.3,0.3,0.1,5.2,643.8,180.0,6.3,46.1,165.9,74.0,1.2,1.2,0.1,1.2,1.0,0.2,0.1,2.6,1.5,43.3,2.7,2.1,1.0,1.6,0.8,0.1,1.1,3.9,4.6,1.9,0.0,0.5,3.1,69.6,8.1,0.8,CM,0
Mehdi Abeid,2020-2021,27,Nantes,0.0,0.0,0.0,0.1,0.1,0.0,0.05,1.4,,0.0,0.0,0.8,0.5,0.3,4.4,725.9,199.6,7.9,60.3,195.3,92.2,2.2,1.6,0.2,1.6,0.7,0.1,0.1,2.1,1.2,41.9,2.1,1.5,1.0,1.0,0.6,0.1,1.4,3.7,3.5,2.3,0.0,0.6,2.7,70.4,12.5,0.7,CM,0
Mehdi Chahiri,2020-2021,24,Strasbourg,0.0,0.2,0.2,0.2,0.1,0.1,0.08,2.4,0.29,0.8,33.3,0.9,0.8,0.0,4.2,338.5,104.9,3.3,44.8,167.2,80.7,2.7,1.7,0.8,3.6,2.5,0.1,0.0,2.6,1.9,47.8,0.4,1.0,0.9,1.3,1.0,0.0,0.7,2.7,0.8,0.0,0.1,0.2,1.1,63.6,5.7,3.0,CM,0
Mickaël Cuisance,2020-2021,20,Marseille,0.1,0.3,0.2,0.1,0.0,0.1,0.09,0.8,0.67,0.3,33.3,0.8,1.0,0.0,4.0,549.8,110.5,4.5,68.6,169.6,72.1,1.7,1.6,0.3,3.3,3.1,0.3,0.3,2.0,1.7,34.5,2.9,1.0,0.9,2.0,1.1,0.1,0.3,2.4,1.0,0.4,0.1,0.4,0.8,39.4,5.6,1.7,CM,0
Moreto Cassamã,2020-2021,22,Reims,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.5,0.5,0.1,18.2,0.7,0.4,0.0,5.0,1127.4,293.4,13.3,74.3,211.2,96.4,0.8,0.8,0.0,1.5,0.5,0.1,0.1,1.8,1.4,31.6,1.3,1.2,1.2,1.0,0.8,0.3,1.6,3.8,2.8,2.5,0.0,1.3,0.8,81.8,23.6,0.1,CM,0
Moreto Cassamã,2021-2022,23,Reims,0.0,0.2,0.2,0.1,0.1,0.1,0.06,1.2,0.29,0.8,63.6,0.9,0.4,0.0,5.1,765.5,214.5,9.3,68.7,163.4,73.6,1.2,0.9,0.1,2.0,1.0,0.3,0.1,2.8,1.5,33.3,1.2,2.5,0.3,1.8,1.1,0.6,1.0,2.4,3.4,2.2,0.0,1.1,2.1,43.5,16.0,0.6,CM,0
Morgan Sanson,2017-2018,22,Marseille,0.1,0.5,0.4,0.2,0.1,0.1,0.11,2.2,0.38,1.0,45.3,1.5,1.1,0.4,3.9,489.5,120.0,4.7,57.0,224.5,104.1,3.9,3.1,0.3,3.0,2.5,0.4,0.2,3.3,2.4,36.2,1.9,2.5,0.9,2.1,1.2,0.0,1.0,3.7,1.2,0.5,0.5,0.7,3.4,63.9,5.3,2.9,CM,0
Morgan Sanson,2018-2019,23,Marseille,0.1,0.3,0.2,0.1,0.1,0.1,0.06,1.3,0.45,0.4,30.6,0.8,0.9,0.3,5.5,686.4,168.2,8.1,68.2,234.8,114.7,2.7,2.7,0.2,2.1,1.8,0.3,0.2,2.5,2.0,36.5,1.9,1.9,0.8,2.1,1.5,0.0,1.6,4.2,0.9,0.5,0.3,1.0,1.8,57.9,9.9,1.2,CM,1
Morgan Sanson,2019-2020,24,Marseille,0.2,0.4,0.2,0.2,0.1,0.1,0.1,1.6,0.42,0.5,30.8,1.3,0.7,0.3,3.7,439.1,93.0,3.7,62.9,233.6,108.6,4.0,2.9,0.8,2.8,2.3,0.2,0.2,3.4,2.3,26.5,2.3,2.2,0.5,1.6,1.6,0.2,1.0,3.4,1.2,0.6,0.1,0.4,2.7,62.5,5.7,2.4,CM,0
Morgan Sanson,2020-2021,25,Marseille,0.3,0.5,0.2,0.1,0.3,0.2,0.09,1.2,0.67,0.3,27.3,1.4,0.5,0.4,3.5,408.2,119.4,3.7,50.0,159.3,74.7,2.2,1.9,0.2,2.8,1.4,0.4,0.2,1.9,1.3,30.0,2.0,1.1,1.0,2.1,1.3,0.0,1.0,3.3,2.0,1.2,0.0,0.3,2.1,47.4,7.8,1.7,CM,0
Nabil Bentaleb,2021-2022,26,Angers,0.0,0.1,0.1,0.0,0.0,0.0,0.04,0.9,0.14,0.4,46.7,0.2,0.3,0.0,4.9,773.3,239.3,5.7,68.8,205.7,78.3,0.7,0.8,0.0,2.0,0.5,0.1,0.1,1.1,0.9,60.0,1.7,0.8,1.0,0.8,1.4,0.5,1.7,4.2,1.5,1.4,0.1,0.2,0.2,64.5,17.0,0.6,DM,0
Nampalys Mendy,2017-2018,25,Nice,0.1,0.1,0.0,0.0,0.0,0.0,0.03,0.1,,0.0,0.0,0.2,0.0,0.0,6.0,1062.4,265.0,7.3,76.9,208.3,102.6,0.9,0.5,0.0,0.5,0.6,0.2,0.2,1.1,1.1,50.0,1.6,1.4,0.5,1.1,0.8,0.1,1.2,2.4,1.4,1.4,0.0,0.9,0.2,75.0,14.7,0.0,DM,1
Niclas Eliasson,2020-2021,24,Nîmes,0.2,0.4,0.2,0.2,0.2,0.2,0.15,1.3,0.4,0.5,40.0,1.8,0.8,0.5,1.4,258.9,90.3,6.0,34.5,105.3,44.5,1.4,0.8,0.4,2.3,0.7,0.2,0.1,2.9,1.3,30.6,1.3,2.1,0.6,0.7,1.0,0.1,1.2,2.6,5.6,2.1,0.0,0.1,7.1,43.5,5.6,2.0,RM,0
Ole Selnæs,2017-2018,23,Saint-Étienne,0.1,0.1,0.0,0.0,0.1,0.0,0.04,0.6,0.0,0.2,28.6,0.8,0.2,0.0,5.4,880.7,243.1,9.8,65.3,165.3,89.0,1.1,0.7,0.0,0.1,0.2,0.1,0.1,1.7,1.4,60.0,1.7,0.6,0.8,1.9,1.6,0.7,1.5,4.7,2.4,1.7,0.2,0.7,1.1,100.0,17.3,0.4,DM,0
Pierre Lees-Melou,2017-2018,24,Nice,0.2,0.3,0.1,0.1,0.2,0.2,0.0,0.07,0.08,0.2,0.6,81.1,3.7,0.7,0.1,5.1,699.4,4.6,7.5,31.0,191.9,90.8,2.4,1.9,0.6,1.6,6.0,0.3,0.2,3.1,29.5,1.7,1.2,0.8,1.5,1.6,0.3,1.1,3.5,2.7,0.4,0.1,1.0,3.4,73.3,10.5,2.7,DM,0
Rémi Walter,2017-2018,22,2 Teams,0.1,0.1,0.1,0.0,0.0,0.0,0.06,0.7,0.2,0.3,45.5,0.4,0.3,0.1,3.4,540.2,133.3,4.3,67.6,134.6,62.0,1.2,1.1,0.1,1.6,1.5,0.1,0.1,1.1,1.0,29.1,1.2,0.4,0.3,1.5,0.5,0.2,1.0,3.0,0.8,0.6,0.0,0.4,0.5,74.2,10.6,0.5,CM,0
Rémi Walter,2018-2019,23,Nice,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.6,0.0,0.3,50.0,1.0,0.4,0.1,4.2,791.3,186.9,4.2,51.3,149.1,79.8,2.1,1.4,0.0,1.2,1.2,0.0,0.0,2.7,1.9,26.7,1.0,1.5,0.5,1.1,1.0,0.1,0.6,2.8,3.5,1.6,0.0,0.1,1.7,45.5,12.2,0.5,CM,0
Renato Sanches,2019-2020,21,Lille,0.1,0.2,0.2,0.1,0.2,0.2,0.05,1.8,0.3,0.6,33.3,2.1,1.2,0.3,6.4,796.8,240.0,8.1,55.6,243.5,144.7,2.7,2.6,0.9,2.7,1.9,0.2,0.1,4.4,2.5,22.7,2.1,1.6,0.5,1.5,1.2,0.1,0.9,2.6,5.9,2.3,0.2,1.0,5.3,69.4,6.9,1.7,CM,1
Renato Sanches,2020-2021,22,Lille,0.2,0.3,0.1,0.2,0.1,0.1,0.12,1.5,0.33,0.2,14.3,1.2,0.8,0.0,8.1,1083.3,297.9,12.1,73.1,277.2,154.3,3.4,2.6,0.9,2.4,1.4,0.6,0.3,2.9,1.8,28.6,1.9,1.9,0.4,1.4,0.9,0.1,0.9,1.8,4.1,1.8,0.3,1.1,3.3,69.0,11.2,1.3,CM,1
